Bucket,Family,Score,OriginalPath,CopiedPath,FileName,SizeBytes,LastWriteTime,CollectorTerms,MachineTerms,ReasonTerms,WriteTerms,SensitiveTerms,LikelyTestOrBackup
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\archive\task_analysis\check_swap_rule.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\892655aea66b__check_swap_rule.py,check_swap_rule.py,2657,2025-11-28T08:50:30,,input,predict,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\archive\task_analysis\show_310f3251.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\d1ee3fc87600__show_310f3251.py,show_310f3251.py,2300,2025-11-27T04:48:56,,input,pattern,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\archive\task_analysis\show_310f3251_complete.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\19f0ffb627ce__show_310f3251_complete.py,show_310f3251_complete.py,1506,2025-11-27T05:07:42,,input,pattern,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\archive\task_analysis\show_star_map.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\9d2ce2a76584__show_star_map.py,show_star_map.py,2967,2025-11-27T19:10:02,,input,pattern,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\archive\task_analysis\verify_hollow_rule.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\48480fcf46dc__verify_hollow_rule.py,verify_hollow_rule.py,2231,2025-11-28T08:50:30,,input,predict,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\analyze_block_size.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\0989c54f0507__analyze_block_size.py,analyze_block_size.py,403,2025-11-28T05:00:52,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\check_007bbfb7.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\b31d9994b548__check_007bbfb7.py,check_007bbfb7.py,748,2025-11-27T05:51:12,,input,pattern,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\check_example1_with_left_right.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\bba22f73bebb__check_example1_with_left_right.py,check_example1_with_left_right.py,2008,2025-11-28T08:10:50,,input,predict,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\check_majority_rule.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\2698c1a5d540__check_majority_rule.py,check_majority_rule.py,1907,2025-11-28T08:03:48,,input,predict,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\check_position_recolor.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\6ee443adf54a__check_position_recolor.py,check_position_recolor.py,1033,2025-11-27T14:11:42,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\check_swap_rule.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\529807b61e8d__check_swap_rule.py,check_swap_rule.py,2657,2025-11-28T08:50:30,,input,predict,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\compare_ex2.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\14cd69465fd6__compare_ex2.py,compare_ex2.py,863,2025-11-28T07:02:16,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\compare_ex3.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\8110ecb86dca__compare_ex3.py,compare_ex3.py,1425,2025-11-28T07:02:16,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\compare_outputs.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\d0212ec640ff__compare_outputs.py,compare_outputs.py,872,2025-11-28T06:46:04,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\debug_ac0a08a4.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\2f29ff8f5d16__debug_ac0a08a4.py,debug_ac0a08a4.py,1421,2025-11-28T05:00:52,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\debug_analyze.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\ba29147f5f31__debug_analyze.py,debug_analyze.py,1809,2025-11-28T08:03:48,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\debug_center_halo.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\1b73680ba773__debug_center_halo.py,debug_center_halo.py,2679,2025-11-27T20:15:08,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\debug_diagonal_operator.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\94562b6e0314__debug_diagonal_operator.py,debug_diagonal_operator.py,1836,2025-11-28T06:01:28,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\debug_example2.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\6fd6c64f363e__debug_example2.py,debug_example2.py,2551,2025-11-27T20:15:08,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\debug_operator_failures.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\c84a42759662__debug_operator_failures.py,debug_operator_failures.py,1828,2025-11-27T05:51:12,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\debug_repulsion.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\810f48ceacc6__debug_repulsion.py,debug_repulsion.py,1706,2025-11-28T06:46:04,,input,insight,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\debug_swap.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\231f8aa9d62e__debug_swap.py,debug_swap.py,1217,2025-11-27T06:13:24,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\debug_test_permutation.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\a192b549ca44__debug_test_permutation.py,debug_test_permutation.py,3072,2025-11-27T19:10:02,,input,pattern,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\final_operator_test.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\6453a4f474aa__final_operator_test.py,final_operator_test.py,1166,2025-11-28T08:03:48,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\find_center_anchor_tasks.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\81391a65aeca__find_center_anchor_tasks.py,find_center_anchor_tasks.py,5712,2025-11-27T20:15:08,,input,pattern,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\find_first_occurrence.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\77ebb19a80f3__find_first_occurrence.py,find_first_occurrence.py,4087,2025-11-27T14:36:12,,input,pattern,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\find_lattice_offset_rule.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\fd1e41d9b71b__find_lattice_offset_rule.py,find_lattice_offset_rule.py,2446,2025-11-27T05:29:30,,input,pattern,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\find_test_palette.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\8e3ed7ced03b__find_test_palette.py,find_test_palette.py,1718,2025-11-27T19:10:02,,input,pattern,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\get_all_solved_tasks.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\f7d77711925d__get_all_solved_tasks.py,get_all_solved_tasks.py,3004,2025-11-28T08:50:30,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\print_shapes_example1.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\9410a4213bdb__print_shapes_example1.py,print_shapes_example1.py,2613,2025-11-28T08:50:30,,input,predict,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\quick_test_single_op.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\2ba320707d39__quick_test_single_op.py,quick_test_single_op.py,1304,2025-11-29T05:41:08,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\scan_center_repulsion.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\c2fd3ab41296__scan_center_repulsion.py,scan_center_repulsion.py,1697,2025-11-28T08:03:48,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\show_310f3251.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\d8f443cf8dcc__show_310f3251.py,show_310f3251.py,2300,2025-11-27T04:48:56,,input,pattern,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\show_310f3251_complete.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\fdde70577440__show_310f3251_complete.py,show_310f3251_complete.py,1506,2025-11-27T05:07:42,,input,pattern,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\show_star_map.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\ff432d4d89a7__show_star_map.py,show_star_map.py,2967,2025-11-27T19:10:02,,input,pattern,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\sweep_center_halo.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\2f8129a9e01f__sweep_center_halo.py,sweep_center_halo.py,4283,2025-11-27T20:35:28,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\test_ac0a08a4_direct.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\072964130cd7__test_ac0a08a4_direct.py,test_ac0a08a4_direct.py,1361,2025-11-28T05:00:52,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\test_antidiagonal_anchor.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\6103d6edd4be__test_antidiagonal_anchor.py,test_antidiagonal_anchor.py,2728,2025-11-27T19:10:02,,input,pattern,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\test_apply_example2.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\4b22cdde442c__test_apply_example2.py,test_apply_example2.py,1872,2025-11-27T20:25:16,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\test_b8cdaf2b_infer.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\93030c80aed9__test_b8cdaf2b_infer.py,test_b8cdaf2b_infer.py,934,2025-11-28T06:01:28,,input,infer,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\test_baseline_regression.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\72296e408e9c__test_baseline_regression.py,test_baseline_regression.py,3945,2025-11-29T05:41:08,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\test_center_diagonal_anchor.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\84a404019195__test_center_diagonal_anchor.py,test_center_diagonal_anchor.py,1944,2025-11-27T19:10:02,,input,pattern,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\test_diagonal_mod3_rule.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\ff0e5c98ba46__test_diagonal_mod3_rule.py,test_diagonal_mod3_rule.py,2224,2025-11-27T19:10:02,,input,predict,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\test_hollow_frame_extraction.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\307b108e44a5__test_hollow_frame_extraction.py,test_hollow_frame_extraction.py,1788,2025-11-28T04:30:32,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\test_rotation_hypothesis.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\85a0eaf8bd03__test_rotation_hypothesis.py,test_rotation_hypothesis.py,5048,2025-11-27T14:36:12,,input,pattern,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\test_vertical_compression.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\415c5fa7ca2c__test_vertical_compression.py,test_vertical_compression.py,2724,2025-11-28T08:50:30,,input,predict,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\validate_latin_square_operator.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\605c81f3f46d__validate_latin_square_operator.py,validate_latin_square_operator.py,2243,2025-11-27T19:10:02,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\verify_hollow_rule.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\5f5bc9513cb0__verify_hollow_rule.py,verify_hollow_rule.py,2231,2025-11-28T08:50:30,,input,predict,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\backup_root_scripts\visualize_05269061.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\ffeeebae810d__visualize_05269061.py,visualize_05269061.py,2351,2025-11-27T14:11:42,,input,pattern,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\debug_color_task.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\ea158a159860__debug_color_task.py,debug_color_task.py,2581,2025-11-30T16:28:54,,input,analyze,open(,,False
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\scripts\analysis\scan_color_phase2.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\8c286eb36b18__scan_color_phase2.py,scan_color_phase2.py,6416,2025-11-30T16:28:54,,input,pattern,open(,,False
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\scripts\testing\test_rel_v2_integration.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\cd9fb630d25d__test_rel_v2_integration.py,test_rel_v2_integration.py,3057,2025-11-30T17:21:12,,input,analyze,open(,,True
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\tools\debug_007bbfb7_pattern.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\6a835803060a__debug_007bbfb7_pattern.py,debug_007bbfb7_pattern.py,977,2025-11-30T17:15:20,,input,pattern,open(,,False
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\tools\test_exhaustive_composition.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\756723989ee0__test_exhaustive_composition.py,test_exhaustive_composition.py,2340,2025-11-30T14:34:56,,input,analyze,open(,,False
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\tools\test_inversion.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\9163dd20425b__test_inversion.py,test_inversion.py,1810,2025-11-30T17:15:20,,input,predict,open(,,False
high_confidence_log_reasoners,arc_solver,7,H:\arc_production_solver\visualize_arc_task.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\d25241f71183__visualize_arc_task.py,visualize_arc_task.py,4139,2025-11-30T17:21:12,,input,predict,open(,,False
high_confidence_log_reasoners,clearbox,125,E:\Clearbox-AI-Plugin-Runner-main\Clearbox-AI-Plugin-Runner-main\bridges\forest_bridge_server.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\clearbox\ad52fe9e24ad__forest_bridge_server.py,forest_bridge_server.py,249283,2026-03-13T20:12:05,audit;capture;daily_logger;event;history;log;logger;logging;metric;metrics;observe;perf;performance;runtime_log;session;stream;telemetry;trace,cpu;gpu;input;memory;network;process;psutil;socket;subprocess;system;trigger,analyze;diagnostic;infer;inference;model;pattern;predict;reason;reasoning;score;summarize,.jsonl;.log;.write(;basicconfig;json.dump;logging.;open(;sqlite,,False
high_confidence_log_reasoners,clearbox,125,F:\Desktop 812025\Desktop Files 7_26_25\Embedding Reasoning Trees in Token-Based AI Generation\Clearbox-AI-Plugin-Runner-main\Clearbox-AI-Plugin-Runner-main\bridges\forest_bridge_server.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\clearbox\fd131e630b7e__forest_bridge_server.py,forest_bridge_server.py,249283,2026-03-13T20:12:05,audit;capture;daily_logger;event;history;log;logger;logging;metric;metrics;observe;perf;performance;runtime_log;session;stream;telemetry;trace,cpu;gpu;input;memory;network;process;psutil;socket;subprocess;system;trigger,analyze;diagnostic;infer;inference;model;pattern;predict;reason;reasoning;score;summarize,.jsonl;.log;.write(;basicconfig;json.dump;logging.;open(;sqlite,,True
high_confidence_log_reasoners,clearbox,90,G:\BACKUPS ONLY\clearbox-ai-studio-v2-main backup 1\bridges\tool_defs.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\clearbox\e56e01fd72b2__tool_defs.py,tool_defs.py,38315,2026-03-13T18:03:04,audit;capture;event;log;logger;logging;metric;metrics;observe;perf;runtime_log;sensor;session;telemetry,cpu;gpu;input;process;psutil;subprocess;system;win32,analyze;diagnostic;model;pattern;reason;reasoning;score;summarize,.csv;.write(;json.dump;logging.,,True
high_confidence_log_reasoners,clearbox,88,G:\BACKUPS ONLY\clearbox-ai-studio-v2-main backup 1\scripts\local_llm_server.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\clearbox\436050da70dc__local_llm_server.py,local_llm_server.py,94271,2026-03-12T15:19:32,audit;daily_logger;event;history;log;logger;logging;perf;performance;runtime_log;session;stream;trace,cpu;gpu;process;socket;system;trigger;win32,infer;inference;model;predict;reason;reasoning;score;summarize;summarizer,.jsonl;basicconfig;json.dump;logging.;open(,,True
high_confidence_log_reasoners,clearbox,88,G:\BACKUPS ONLY\clearbox-ai-studio-v2-main\bridges\tool_defs.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\clearbox\736b72a0b1ed__tool_defs.py,tool_defs.py,37051,2026-03-15T06:38:50,audit;capture;event;log;logger;logging;metric;metrics;observe;perf;runtime_log;sensor;session;telemetry,cpu;gpu;input;process;psutil;subprocess;system;win32,diagnostic;model;pattern;reason;reasoning;score;summarize,.csv;.write(;json.dump;logging.,,True
high_confidence_log_reasoners,clearbox,88,G:\BACKUPS ONLY\clearbox-ai-studio-v2-main\scripts\local_llm_server.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\clearbox\8fe0e85e92e9__local_llm_server.py,local_llm_server.py,94276,2026-03-14T17:18:54,audit;daily_logger;event;history;log;logger;logging;perf;performance;runtime_log;session;stream;trace,cpu;gpu;process;socket;system;trigger;win32,infer;inference;model;predict;reason;reasoning;score;summarize;summarizer,.jsonl;basicconfig;json.dump;logging.;open(,,True
high_confidence_log_reasoners,clearbox,87,E:\Clearbox-AI-Plugin-Runner-main\Clearbox-AI-Plugin-Runner-main\bridges\tool_defs.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\clearbox\26cc9a06eea7__tool_defs.py,tool_defs.py,35356,2026-03-13T20:12:05,audit;capture;event;log;logger;logging;metric;metrics;observe;perf;runtime_log;sensor;session;telemetry,cpu;gpu;process;psutil;subprocess;system;win32,analyze;diagnostic;model;pattern;reason;reasoning;score;summarize,.csv;.write(;json.dump;logging.,,False
high_confidence_log_reasoners,clearbox,87,F:\Desktop 812025\Desktop Files 7_26_25\Embedding Reasoning Trees in Token-Based AI Generation\Clearbox-AI-Plugin-Runner-main\Clearbox-AI-Plugin-Runner-main\bridges\tool_defs.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\clearbox\03133b022004__tool_defs.py,tool_defs.py,35356,2026-03-13T20:12:05,audit;capture;event;log;logger;logging;metric;metrics;observe;perf;runtime_log;sensor;session;telemetry,cpu;gpu;process;psutil;subprocess;system;win32,analyze;diagnostic;model;pattern;reason;reasoning;score;summarize,.csv;.write(;json.dump;logging.,,True
high_confidence_log_reasoners,clearbox,85,E:\clearbox-ai-studio-v2-main\bridges\tool_defs.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\clearbox\125e866b1501__tool_defs.py,tool_defs.py,35904,2026-04-08T05:47:31,audit;capture;event;log;logger;logging;metric;metrics;observe;perf;sensor;session;telemetry,cpu;gpu;input;process;psutil;subprocess;system;win32,diagnostic;model;pattern;reason;reasoning;score;summarize,.csv;.write(;json.dump;logging.,,False
high_confidence_log_reasoners,clearbox,82,E:\clearbox-ai-studio-v2-main\scripts\clearbox_install.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\clearbox\78ba79950339__clearbox_install.py,clearbox_install.py,82318,2026-03-23T13:21:08,audit;capture;event;log;metric;observe;session;stream,cpu;gpu;input;keyboard;memory;process;psutil;socket;subprocess;system;win32;wmi,diagnostic;infer;inference;model;pattern;reason;reasoning,.jsonl;.write(;json.dump;open(,,False
high_confidence_log_reasoners,clearbox,80,E:\clearbox-ai-studio-v2-main\scripts\local_llm_server.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\clearbox\d0e9cdd52dd9__local_llm_server.py,local_llm_server.py,93993,2026-04-09T18:20:08,audit;daily_logger;event;history;log;logger;logging;perf;session;stream;trace,cpu;gpu;process;socket;system;trigger;win32,infer;inference;model;reason;reasoning;score;summarize;summarizer,.jsonl;basicconfig;json.dump;logging.;open(,,False
